,Type,s_word,s_word_rate,word,year
182,Yearly_Comparision,sunday,0.9893396496772766,flight,2005.0
183,Yearly_Comparision,11,0.9885494709014893,flight,2005.0
184,Yearly_Comparision,third,0.9878409504890442,flight,2005.0
185,Yearly_Comparision,8am,0.9865076541900635,flight,2005.0
186,Yearly_Comparision,morning,0.9859907627105713,flight,2005.0
187,Yearly_Comparision,21st,0.985752522945404,flight,2005.0
188,Yearly_Comparision,110,0.9855578541755676,flight,2005.0
189,Yearly_Comparision,later,0.9847612380981445,flight,2005.0
190,Yearly_Comparision,midnight,0.9908950328826904,flight,2006.0
191,Yearly_Comparision,trailfinders,0.9886816740036011,flight,2006.0
192,Yearly_Comparision,hour,0.9885078072547913,flight,2006.0
193,Yearly_Comparision,account,0.987227737903595,flight,2006.0
194,Yearly_Comparision,11,0.9862093925476074,flight,2006.0
195,Yearly_Comparision,delayed,0.9848289489746094,flight,2006.0
196,Yearly_Comparision,example,0.9845790863037109,flight,2006.0
197,Yearly_Comparision,6pm,0.9842814207077026,flight,2006.0
198,Yearly_Comparision,every,0.9841135740280151,flight,2006.0
199,Yearly_Comparision,trucks,0.9837359189987183,flight,2006.0
200,Yearly_Comparision,later,0.9906347990036011,flight,2007.0
201,Yearly_Comparision,sunday,0.989529013633728,flight,2007.0
202,Yearly_Comparision,pulled,0.9894769787788391,flight,2007.0
203,Yearly_Comparision,college,0.9892828464508057,flight,2007.0
204,Yearly_Comparision,creaked,0.988837718963623,flight,2007.0
205,Yearly_Comparision,00,0.988816499710083,flight,2007.0
206,Yearly_Comparision,leaving,0.988399863243103,flight,2007.0
207,Yearly_Comparision,departure,0.9880903363227844,flight,2007.0
208,Yearly_Comparision,12,0.9880717992782593,flight,2007.0
209,Yearly_Comparision,suitcases,0.9879974126815796,flight,2007.0
210,Yearly_Comparision,came,0.9889110326766968,flight,2008.0
211,Yearly_Comparision,having,0.9868395924568176,flight,2008.0
212,Yearly_Comparision,early,0.9866626262664795,flight,2008.0
213,Yearly_Comparision,midnight,0.9854397773742676,flight,2008.0
214,Yearly_Comparision,later,0.9854058623313904,flight,2008.0
215,Yearly_Comparision,late,0.9852844476699829,flight,2008.0
216,Yearly_Comparision,reservation,0.9848473072052002,flight,2008.0
217,Yearly_Comparision,returning,0.9826856851577759,flight,2008.0
218,Yearly_Comparision,booking,0.9822239875793457,flight,2008.0
219,Yearly_Comparision,through,0.9812168478965759,flight,2008.0
220,Yearly_Comparision,12,0.9930068254470825,flight,2009.0
221,Yearly_Comparision,leaving,0.9925539493560791,flight,2009.0
222,Yearly_Comparision,bill,0.990564227104187,flight,2009.0
223,Yearly_Comparision,having,0.9898240566253662,flight,2009.0
224,Yearly_Comparision,birthday,0.9898208379745483,flight,2009.0
225,Yearly_Comparision,booking,0.9891414046287537,flight,2009.0
226,Yearly_Comparision,n,0.9882340431213379,flight,2009.0
227,Yearly_Comparision,prior,0.9873842000961304,flight,2009.0
228,Yearly_Comparision,final,0.9871480464935303,flight,2009.0
229,Yearly_Comparision,reservation,0.9871311783790588,flight,2009.0
230,Yearly_Comparision,vacation,0.9943821430206299,sightseeing,2003.0
231,Yearly_Comparision,14,0.993914008140564,sightseeing,2003.0
232,Yearly_Comparision,every,0.9935062527656555,sightseeing,2003.0
233,Yearly_Comparision,saturday,0.9927696585655212,sightseeing,2003.0
234,Yearly_Comparision,03,0.9926792979240417,sightseeing,2003.0
235,Yearly_Comparision,13,0.9923990964889526,sightseeing,2003.0
236,Yearly_Comparision,tara,0.9919466972351074,sightseeing,2003.0
237,Yearly_Comparision,sight,0.9906286597251892,sightseeing,2003.0
238,Yearly_Comparision,12,0.9904066324234009,sightseeing,2003.0
239,Yearly_Comparision,26,0.9899562001228333,sightseeing,2003.0
240,Yearly_Comparision,feet,0.9961156845092773,sightseeing,2004.0
241,Yearly_Comparision,bay,0.9958014488220215,sightseeing,2004.0
242,Yearly_Comparision,quarter,0.9957120418548584,sightseeing,2004.0
